game,player,hand,value,average face value,nil chance,misdeal,nil
66,west,KS 8S QH 6H AC KC JC 9C 4C KD JD 7D 6D,4,0.39,9.77,False,True
67,north,5S 3S KH 8H 6H 4H 3H KC TC 5C AD 6D 5D,7,0.96,7.31,False,True
67,east,LS TS 6S 4S 8C 6C 3C 2C KD QD 8D 7D 3D,5,0.24,7.54,False,False
67,south,DS KS QS 9S 8S 7S QH 7H AC QC JC 7C 9D,6,0.04,10.46,False,False
67,west,BS AS JS AH JH TH 9H 5H 9C 4C JD TD 4D,9,0.0,9.92,False,False
68,north,QS TS 7S 4S AH KH JH 9H 3H QC 4C JD 6D,2,0.42,8.92,False,True
68,east,BS DS AS 9S 8S QH TH 7H 6H JC 5D 4D 3D,9,0.0,9.31,False,False
68,south,KS JS 6S 4H TC 8C 7C 6C 3C KD QD TD 8D,4,0.36,8.54,False,True
68,west,LS 5S 3S 8H 5H AC KC 9C 5C 2C AD 9D 7D,9,0.26,8.46,False,False
69,north,QH TH 8H 7H 3H TC 6C KD 8D 7D 6D 4D 3D,0,1,7.46,True,True
69,east,JS TS KH 9H 6H 5H KC 8C 7C AD JD 9D 5D,7,0.64,9.31,False,True
69,south,LS DS AS 7S 6S 5S 3S 4H AC JC 3C 2C TD,10,0.05,8.46,False,False
69,west,BS KS QS 9S 8S 4S AH JH QC 9C 5C 4C QD,14,0.0,10.0,False,False
70,north,JS 6S 3S KH 7H QC TC 8C 5C AD KD JD 7D,7,0.64,9.23,False,True
70,east,LS AS TS 9S 5S JH 9H 6H 5H JC 9C 9D 6D,8,0.11,9.23,False,False
70,south,QS 8S 7S 4H KC 6C 4C 3C 2C QD 5D 4D 3D,2,0.99,6.38,False,True
70,west,BS DS KS 4S AH QH TH 8H 3H AC 7C TD 8D,12,0.0,10.38,False,False
71,north,8S AH KH QH 7H 5H 3H QC 9C 6C AD QD 5D,6,0.8,9.23,False,True
71,east,BS DS 9S 5S 4H KC 7C 5C 4C 3C 2C JD 9D,6,0.0,8.0,False,False
71,south,LS QS JS 7S 6S JH 9H AC TC 8C KD 8D 3D,14,0.06,9.85,False,False
71,west,AS KS TS 4S 3S TH 8H 6H JC TD 7D 6D 4D,5,0.04,8.15,False,False
72,north,DS KS TS 6S 3S AH JH 9H 6H 4H 3H KD TD,5,0.39,9.0,False,True
72,east,QS 9S 7S KH AC TC 9C 7C 6C JD 9D 7D 6D,2,0.19,9.23,False,True
72,south,BS LS 4S 7H 5H KC JC 8C 5C 3C 2C 5D 3D,11,0.0,7.62,False,False
72,west,AS JS 8S 5S QH TH 8H QC 4C AD QD 8D 4D,6,0.34,9.38,False,True
73,north,BS JS JH TH 9H 4H AC KC 7C QD TD 8D 7D,13,0.0,10.23,False,False
73,east,AS TS 8S 3S 8H 7H 3H QC AD KD 9D 5D 3D,3,0.42,8.38,False,True
73,south,KS QS 9S 6S QH 6H 5H JC 6C 5C 3C 2C 6D,5,0.21,7.38,False,False
73,west,LS DS 7S 5S 4S AH KH TC 9C 8C 4C JD 4D,12,0.16,9.23,False,False
74,north,BS KS QS JS 4S AH TH 9H QC 6C 3C AD 6D,19,0.0,10.08,False,False
74,east,TS JH 7H 6H AC KC 9C 8C 5C KD TD 9D 4D,2,0.8,9.15,False,True
74,south,9S 7S 5S KH QH 8H 5H TC 7C 4C JD 8D 7D,2,0.8,8.15,False,True
74,west,LS DS AS 8S 6S 3S 4H 3H JC 2C QD 5D 3D,9,0.05,7.85,False,False
75,north,KS 9S QH JH 6H 4H 3H AC JC 9C KD 9D 8D,9,0.52,9.38,False,True
75,east,QS JS TS AH TC 8C 7C 6C 5C 3C QD TD 6D,7,0.0,8.77,False,False
75,south,BS LS AS 4S 3S KH 9H 7H 5H KC QC AD 3D,23,0.0,10.0,False,False
75,west,DS 8S 7S 6S 5S TH 8H 4C 2C JD 7D 5D 4D,0,0.72,7.08,False,True
76,north,DS TS 6S 5S 9H 5H 4H JC 8C JD TD 6D 3D,0,0.6,7.92,False,True
76,east,KS 9S 4S 3S KH TH 6H 2C AD QD 7D 5D 4D,5,0.49,7.85,False,True
76,south,AS JS 8S AH QH JH 3H QC TC 7C 5C 4C 3C,12,0.45,8.77,False,False
76,west,BS LS QS 7S 8H 7H AC KC 9C 6C KD 9D 8D,20,0.0,10.69,False,False
77,north,LS DS JS 4S 3S 9H 7H TC TD 8D 7D 4D 3D,5,0.2,8.23,False,False
77,east,BS TS 7S 6S 5S QH TH 5H QC 8C 2C JD 6D,8,0.0,8.54,False,False
77,south,AS 9S 8S 8H AC KC 7C 5C 4C AD KD QD 9D,7,0.34,10.0,False,False
77,west,KS QS AH KH JH 6H 4H 3H JC 9C 6C 3C 5D,5,0.23,8.46,False,False
78,north,DS AS KS 4S KH 9H 6H JC 9C 7C JD 5D 4D,8,0.03,9.31,False,False
78,east,9S 7S 6S 3S JH 7H 3H AC QC 6C 3C 9D 7D,2,0.72,7.46,False,True
78,south,BS LS TS 5S AH 5H 4H KC TC AD QD TD 8D,20,0.0,10.62,False,False
78,west,QS JS 8S QH TH 8H 8C 5C 4C 2C KD 6D 3D,6,0.39,7.85,False,True
79,north,BS LS 9S 4S AH TH 7H 5H AC JC 8C 3C KD,15,0.0,10.08,False,False
79,east,AS QS 8S KH QH KC 7C 6C AD QD TD 8D 3D,11,0.12,10.15,False,False
79,south,JS TS 6S 5S 3S 4H 3H TC 9C 5C 4C JD 6D,0,0.72,6.69,False,True
79,west,DS KS 7S JH 9H 8H 6H QC 2C 9D 7D 5D 4D,2,0.65,8.31,False,True
80,north,DS TS 5S KH 6H 4H 9C 5C TD 8D 7D 4D 3D,3,0.8,7.62,False,True
80,east,BS LS QS JS 9S AH JH 7H JC 8C 4C KD JD,20,0.0,11.08,False,False
80,south,KS 7S 4S 9H 8H 5H AC KC 6C 3C 2C AD 9D,6,0.65,8.23,False,True
80,west,AS 8S 6S 3S QH TH 3H QC TC 7C QD 6D 5D,6,0.42,8.31,False,True
81,north,BS 8S 5S 3S KH TH 8H 7H 5H TC 8C 7C KD,6,0.0,8.77,False,False
81,east,AS KS JS 9S 9H 6H AC 6C 5C 4C JD 5D 3D,7,0.0,8.46,False,False
81,south,DS 6S 4S QH 4H 3H KC QC 3C AD TD 7D 4D,7,0.8,8.23,False,True
81,west,LS QS TS 7S AH JH JC 9C 2C QD 9D 8D 6D,11,0.1,9.77,False,False
82,north,BS LS AS KS QS 9S QH 4H TC TD 7D 4D 3D,18,0.0,10.08,False,False
82,east,7S 6S 5S 9H 8H 5H JC 7C 4C 3C 2C AD JD,4,0.96,7.08,False,True
82,south,AH KH TH 7H 3H AC 9C 8C 6C 5C KD QD 8D,4,0.96,9.38,True,True
82,west,DS JS TS 8S 4S 3S JH 6H KC QC 9D 6D 5D,3,0.16,8.69,False,True
83,north,BS LS 9S 7S 4S 9H 7H 9C AD 8D 6D 5D 3D,11,0.0,8.77,False,False
83,east,DS JS 6S 5S 3S KH 6H 5H 3H 5C 3C 2C 7D,2,0.84,6.46,False,True
83,south,AS KS TS 8S AH JH 8H AC QC JC TC 6C 9D,9,0.02,10.77,False,False
83,west,QS QH TH 4H KC 8C 7C 4C KD QD JD TD 4D,3,0.7,9.23,False,True
84,north,LS 9S 7S KH QH 9H 5H AC KC 9C 7D 6D 4D,14,0.21,9.54,False,False
84,east,BS QS 6S 5S 3S TH 6H JC 7C 6C JD 9D 3D,8,0.0,8.15,False,False
84,south,DS AS TS 8S 7H QC TC 5C 3C AD TD 8D 5D,5,0.34,9.31,False,True
84,west,KS JS 4S AH JH 8H 4H 3H 8C 4C 2C KD QD,5,0.36,8.23,False,True
85,north,KS QS 5S AH JH TH 7H 4H 3H KC TC 6C 4C,13,0.23,8.62,False,False
85,east,8S 7S 3S QH 8H 6H 8C 7C 3C JD TD 7D 3D,1,0.96,7.15,False,True
85,south,LS AS JS 9S 4S 9H AC 2C AD QD 9D 8D 6D,12,0.08,9.85,False,False
85,west,BS DS TS 6S KH 5H QC JC 9C 5C KD 5D 4D,12,0.0,9.62,False,False
86,north,JS 8S 3S AH JH 7H KC QC 6C 3C KD TD 4D,9,0.64,8.85,False,True
86,east,TS 9S 6S 5S TH 8H 5H 4H TC 8C QD 7D 3D,1,0.72,7.46,False,True
86,south,LS KS QS 4S 9H 6H AC 9C 5C 2C AD 8D 6D,15,0.05,9.08,False,False
86,west,BS DS AS 7S KH QH 3H JC 7C 4C JD 9D 5D,13,0.0,9.85,False,False
87,north,LS KS QS JS 8S 5H 3H KC JC TC KD TD 4D,15,0.0,9.92,False,False
87,east,DS 9S 4S 9H 4H 9C 7C 4C 2C JD 9D 8D 6D,0,0.96,7.46,False,True
87,south,BS TS 7S QH JH TH 8H 7H 6H AC QC 6C QD,11,0.0,10.15,False,False
87,west,AS 6S 5S 3S AH KH 8C 5C 3C AD 7D 5D 3D,12,0.42,7.69,False,False
88,north,LS AS QS 3S JH 9H 5H 3H KC 6C AD QD 9D,18,0.03,9.77,False,False
88,east,BS 8S 7S TH QC JC TC 8C KD JD TD 6D 4D,6,0.0,9.77,False,False
88,south,DS TS 6S 5S AH KH 8H 6H 4H 7C 5C 4C 7D,0,0.6,8.0,False,True
88,west,KS JS 9S 4S QH 7H AC 9C 3C 2C 8D 5D 3D,4,0.27,7.69,False,True
89,north,BS LS QS QH JH 8H 7H 3H 7C 6C TD 6D 5D,13,0.0,9.23,False,False
89,east,KS TS 8S 6S 5S 4S 5H TC 5C 2C JD 8D 7D,2,0.19,7.23,False,True
89,south,JS 9S 7S 3S AH KH TH 6H AD KD 9D 4D 3D,4,0.48,8.92,False,True
89,west,DS AS 9H 4H AC KC QC JC 9C 8C 4C 3C QD,4,0.34,9.85,False,True
90,north,AS 6S 5S AH QH JH QC JC 6C 4C 2C QD 6D,8,0.45,8.85,False,True
90,east,BS LS DS JS 7S 4S KH 9H 8H 4H TC 8D 3D,13,0.0,9.62,False,False
90,south,KS 8S 3S TH 7H 5H 3H AC KC 9C JD TD 9D,9,0.52,8.85,False,True
90,west,QS TS 9S 6H 8C 7C 5C 3C AD KD 7D 5D 4D,2,0.7,7.92,False,True
91,north,AS JS KH QH JH AC KC 8C 7C 5C 4C 3C 8D,8,0.45,9.46,False,True
91,east,DS KS 4S 3S TH 9H 8H 3H 2C AD QD JD 6D,4,0.49,8.46,False,True
91,south,BS TS 9S 7S 6S 5S 7H 4H JC TC KD 7D 4D,9,0.0,8.46,False,False
91,west,LS QS 8S AH 6H 5H QC 9C 6C TD 9D 5D 3D,12,0.19,8.85,False,False
92,north,DS 7S AH JH TH 9H 3H QC JC 8C 3C KD JD,3,0.48,9.77,False,True
92,east,BS 6S 5S KH 7H AC 5C 4C AD QD 9D 7D 6D,13,0.0,9.15,False,False
92,south,AS QS 8S 3S QH 8H KC 9C 7C TD 8D 4D 3D,8,0.15,8.54,False,False
92,west,LS KS JS TS 9S 4S 6H 5H 4H TC 6C 2C 5D,7,0.01,7.77,False,False
93,north,KS QS 7S 6S AH JH TH 9H JC TC 3C AD 7D,10,0.11,9.77,False,False
93,east,AS 8S 4S QH 8H 5H QC 8C 7C KD JD TD 6D,7,0.45,9.08,False,True
93,south,BS LS DS 9S 7H 6H AC 9C 5C 2C 9D 5D 3D,13,0.0,9.0,False,False
93,west,JS TS 5S 3S KH 4H 3H KC 6C 4C QD 8D 4D,7,0.72,7.38,False,True
94,north,6S 3S AH KH QH JH 4H 3H TC 7C 4C 9D 6D,0,0.8,7.85,False,True
94,east,BS LS 9S 4S TH 6H KC JC 8C 5C AD JD 7D,17,0.0,10.08,False,False
94,south,DS KS 9H 7H 5H QC 9C 6C 3C QD TD 8D 4D,2,0.52,8.69,False,True
94,west,AS QS JS TS 8S 7S 5S 8H AC 2C KD 5D 3D,12,0.01,8.62,False,False
95,north,AS QS TS 9S JH 7H 6H AC QC 8C 5C 4C 8D,5,0.12,9.23,False,False
95,east,BS LS DS KS 3S AH TH 4H 3H 9C 6D 5D 4D,15,0.0,9.15,False,False
95,south,7S 4S QH 5H 7C 6C 3C AD KD QD JD TD 3D,0,0.8,8.23,False,True
95,west,JS 8S 6S 5S KH 9H 8H KC JC TC 2C 9D 7D,5,0.6,8.62,False,True
96,north,DS KS QS 9S 5S JH KC QC 9C 8C 7C 5C 3C,4,0.14,9.38,False,False
96,east,AS TS 7S KH QH 8H 3H AC 6C 2C AD TD 9D,13,0.45,9.38,False,False
96,south,JS 4S AH 9H 7H 6H 5H 4H JC 8D 7D 5D 3D,0,0.96,7.23,False,True
96,west,BS LS 8S 6S 3S TH TC 4C KD QD JD 6D 4D,11,0.0,9.23,False,False
97,north,DS 5S 8H 6H QC JC 8C 7C 5C AD KD JD 5D,4,0.64,9.23,False,True
97,east,BS JS TS 7S AH KH TH 9H 5H 3H 4C 2C 9D,6,0.0,8.77,False,False
97,south,LS KS 9S 4S JH 7H 4H AC KC 3C 8D 7D 6D,14,0.13,8.85,False,False
97,west,AS QS 8S 6S 3S QH TC 9C 6C QD TD 4D 3D,5,0.15,8.38,False,False
98,north,7S 3S KH 7H 3H AC KC 9C 8C 3C AD KD 8D,10,0.64,8.85,False,True
98,east,BS QS TS 5S QH JH TH 9H 8H QC 5C 4C TD,9,0.0,9.62,False,False
98,south,LS DS AS JS 8S 4S 6H JC 6C JD 9D 6D 3D,8,0.04,9.23,False,False
98,west,KS 9S 6S AH 5H 4H TC 7C 2C QD 7D 5D 4D,6,0.78,7.54,False,True
99,north,BS LS AS KS QS 9S KH 8H 7H AC KC QD TD,28,0.0,12.15,False,False
99,east,JS TS 7S 6S JH 9H 4H 3H 5C 4C 2C 8D 4D,0,0.84,6.46,False,True
99,south,DS 8S 5S 4S TH 6H 5H JC 9C 7C 3C JD 9D,0,0.6,7.92,False,True
99,west,3S AH QH QC TC 8C 6C AD KD 7D 6D 5D 3D,4,0.8,8.69,False,True
100,north,BS LS QS 4S 3S 5H 4H 3H KC 9C 2C 4D 3D,16,0.0,7.31,False,False
100,east,DS 9S 8S 6H TC 8C 6C 4C AD JD TD 9D 6D,0,0.64,8.92,False,True
100,south,AS KS JS 7S AH QH JH 7H QC JC 7C 8D 7D,8,0.0,10.31,False,False
100,west,TS 6S 5S KH TH 9H 8H AC 5C 3C KD QD 5D,10,0.64,8.69,False,True
101,north,DS QS 6S 3S AH TH 9H 7H 6H 8C 6D 5D 4D,2,0.53,8.08,False,True
101,east,LS 9S 7S 5S KH QH 5H 4H QC JC KD TD 3D,10,0.16,9.23,False,False
101,south,BS TS 8S 4S 3H AC TC 4C 3C 2C JD 9D 7D,6,0.0,7.85,False,False
101,west,AS KS JS JH 8H KC 9C 7C 6C 5C AD QD 8D,10,0.0,10.08,False,False
102,north,QS 8S 5S 6H 3H KC JC TC 8C 5C TD 6D 5D,2,0.7,7.85,False,True
102,east,KS 6S 4S QH 8H 4H 4C 2C QD JD 7D 4D 3D,3,0.78,6.92,False,True
102,south,BS LS AS 3S KH JH TH 9H 7H 5H 9C 3C KD,14,0.0,10.0,False,False
102,west,DS JS TS 9S 7S AH AC QC 7C 6C AD 9D 8D,10,0.0,10.46,False,False
103,north,9S 5S KH 7H KC TC 9C 8C AD JD TD 6D 3D,5,0.64,9.08,False,True
103,east,LS KS 6S 3S JH TH 9H 6C 5C 3C 2C KD 7D,10,0.16,8.0,False,False
103,south,DS AS TS 8S AH 8H 6H 5H 3H QC 7C QD 4D,3,0.34,9.08,False,True
103,west,BS QS JS 7S 4S QH 4H AC JC 4C 9D 8D 5D,12,0.0,9.08,False,False
104,north,BS AS 9S KH QH TH 9H 6H 4H AC KC JC TD,16,0.0,10.92,False,False
104,east,TS 8S 7S 6S 3S AH JH 8H QC 2C AD KD 7D,11,0.48,8.85,False,False
104,south,DS KS JS 4S 5H 3H 8C 7C 5C QD 8D 5D 4D,2,0.27,7.69,False,True
104,west,LS QS 5S 7H TC 9C 6C 4C 3C JD 9D 6D 3D,7,0.23,7.77,False,False
105,north,DS JS 3S KH 9H KC QC 7C 5C TD 5D 4D 3D,5,0.8,8.46,False,True
105,east,BS QS TS 8S 5S 4S AH 8H 5H 3H JC 3C 2C,10,0.0,7.85,False,False
105,south,7S JH TH 7H AC 9C 8C 6C 4C AD KD QD JD,4,0.8,9.69,False,True
105,west,LS AS KS 9S 6S QH 6H 4H TC 9D 8D 7D 6D,11,0.01,9.23,False,False
106,north,LS QS 8S 7S 4S 4H AC 9C 7C 6C 4C 3C 4D,7,0.21,7.54,False,False
106,east,AS 5S JH TH 9H 6H 5H 3H JC 8C 2C TD 8D,3,0.56,7.85,False,True
106,south,BS DS JS 3S QH 8H 7H KC TC 5C JD 5D 3D,10,0.0,9.23,False,False
106,west,KS TS 9S 6S AH KH QC AD KD QD 9D 7D 6D,9,0.29,10.62,False,False
107,north,QS 7S AH 9H 8H 5H 4H KC 9C 8C KD JD 9D,8,0.56,9.38,False,True
107,east,BS DS AS TS 9S 6S QH TH 6H 2C QD 7D 5D,11,0.0,9.62,False,False
107,south,JS 5S JH 3H AC TC 7C 6C 5C 4C 8D 4D 3D,0,0.96,7.0,False,True
107,west,LS KS 8S 4S 3S KH 7H QC JC 3C AD TD 6D,15,0.13,9.23,False,False
108,north,DS AS KS 8H 5H 8C 5C AD KD QD JD 7D 4D,5,0.03,9.92,False,False
108,east,BS 8S 6S 3S AH KH 7H 4H 3H AC 9C 4C 3C,8,0.0,8.08,False,False
108,south,QS TS 9S 7S 5S QH 9H QC TC 7C TD 6D 5D,3,0.42,8.77,False,True
108,west,LS JS 4S JH TH 6H KC JC 6C 2C 9D 8D 3D,7,0.26,8.46,False,False
109,north,LS KS KH QH TH 9H 7H 6H 3H QC QD TD 9D,8,0.13,10.15,False,False
109,east,QS 9S 8S JH TC 6C 5C 4C 2C JD 6D 5D 4D,2,0.84,7.15,False,True
109,south,BS DS JS TS 6S 4S 5H 8C 7C 3C AD KD 8D,13,0.0,9.31,False,False
109,west,AS 7S 5S 3S AH 8H 4H AC KC JC 9C 7D 3D,11,0.42,8.62,False,False
110,north,AS KS 8S KH 9H 6H 4H 3H 7C 5C 8D 7D 3D,5,0.05,7.69,False,False
110,east,DS TS 5S 4S 3S JH TH 8H QD JD TD 6D 5D,0,0.6,8.46,False,True
110,south,9S 7S 6S 7H 5H AC KC JC 9C 6C 3C 9D 4D,0,0.8,7.92,False,True
110,west,BS LS QS JS AH QH QC TC 8C 4C 2C AD KD,24,0.0,11.15,False,False
111,north,DS 7S 9H 5H 3H AC QC JC 6C 5C 2C TD 9D,0,0.8,8.31,False,True
111,east,AS JS TS 4S 3S JH TH 9C 7C KD JD 8D 4D,5,0.34,8.85,False,True
111,south,BS KS 5S 8H 7H 6H KC TC 8C AD QD 6D 5D,13,0.0,9.54,False,False
111,west,LS QS 9S 8S 6S AH KH QH 4H 4C 3C 7D 3D,11,0.17,8.54,False,False
112,north,TS 9S 7S 6S KH QH JH 9H 7H KC 2C 8D 5D,3,0.6,8.62,False,True
112,east,LS KS JS 3S AH 6H 5H JC 7C 5C AD KD QD,19,0.05,10.0,False,False
112,south,BS DS AS 5S 4H 3H AC 9C 4C 3C JD TD 3D,11,0.0,8.62,False,False
112,west,QS 8S 4S TH 8H QC TC 8C 6C 9D 7D 6D 4D,2,0.7,8.0,False,True
113,north,JS 9S 8S 7S 5S AH 9H 5H 8C 2C AD 7D 6D,8,0.6,8.08,False,True
113,east,BS 3S 7H 6H AC JC 6C 5C QD JD TD 9D 4D,8,0.0,8.85,False,False
113,south,LS KS QS TS 4S QH JH 8H KC 9C 4C 3C 3D,12,0.01,9.08,False,False
113,west,DS AS 6S KH TH 4H 3H QC TC 7C KD 8D 5D,9,0.45,9.23,False,False
114,north,AS QS JS 7S 6S AH KH 7H 6H 8C KD QD 6D,13,0.05,9.92,False,False
114,east,BS KS 5S 4S 5H AC JC TC 7C 6C 4C 7D 4D,8,0.0,8.23,False,False
114,south,LS DS TS 8S 4H 3H QC 5C 3C 2C JD TD 5D,5,0.2,8.0,False,False
114,west,9S 3S QH JH TH 9H 8H KC 9C AD 9D 8D 3D,5,0.64,9.08,False,True
115,north,BS AS QS JS 8S 5S JH 9H 6H 7C QD 9D 3D,12,0.0,9.54,False,False
115,east,6S 4S 3S TH 8H AC 6C 4C AD KD JD 8D 5D,4,0.8,8.15,False,True
115,south,TS 7S AH QH 7H 4H KC QC TC 8C 5C 7D 6D,2,0.64,8.85,False,True
115,west,LS DS KS 9S KH 5H 3H JC 9C 3C 2C TD 4D,10,0.13,8.69,False,False
116,north,AH 7H 6H 5H KC QC JC 6C 4C 2C TD 6D 3D,2,1,7.62,True,True
116,east,LS JS TS 4S TH 9H 8H 4H TC 9C 7C AD 8D,9,0.16,9.23,False,False
116,south,BS KS 9S 7S KH QH JH 3H 3C QD 9D 5D 4D,10,0.0,9.08,False,False
116,west,DS AS QS 8S 6S 5S 3S AC 8C 5C KD JD 7D,12,0.04,9.31,False,False
117,north,DS KS 5S 5H KC QC 4C 3C AD KD QD 9D 3D,4,0.52,9.31,False,True
117,east,BS LS JS 6S 4S 3S JH 9H 6H 8C 7C JD TD,11,0.0,9.15,False,False
117,south,AS QS 7S 8H 7H 4H 3H 9C 6C 2C 8D 6D 4D,5,0.24,6.92,False,False
117,west,TS 9S 8S AH KH QH TH AC JC TC 5C 7D 5D,6,0.48,9.85,False,True
118,north,BS 3S AH KH TH 9H 8H 7H 5H AC 2C 8D 5D,10,0.0,8.85,False,False
118,east,LS DS KS TS 8S 5S 4H QC JC AD QD 7D 3D,9,0.03,10.0,False,False
118,south,QS 9S 7S 6S JH 7C 5C 4C 3C KD 9D 6D 4D,4,0.63,7.38,False,True
118,west,AS JS 4S QH 6H 3H KC TC 9C 8C 6C JD TD,4,0.45,9.0,False,True
119,north,AS TS 8S KH QH 8H 5H 7C 5C 2C 7D 6D 3D,5,0.56,7.69,False,True
119,east,JS 4S 3S 9H 7H 6H JC TC 9C 6C TD 5D 4D,0,0.96,7.31,False,True
119,south,QS 9S 7S 5S TH 4H 3H AC 4C 3C AD JD 8D,10,0.53,8.0,False,True
119,west,BS LS DS KS 6S AH JH KC QC 8C KD QD 9D,25,0.0,12.23,False,False
120,north,DS AS 4S KH JH 7H 5H AC TC AD QD 7D 4D,11,0.34,10.0,False,False
120,east,JS 7S 6S 5S 9H 3H KC 6C 5C 4C KD 9D 8D,5,0.6,7.62,False,True
120,south,LS KS QS 8S 8H 6H JC 8C 3C 2C TD 5D 3D,9,0.06,8.08,False,False
120,west,BS TS 9S 3S AH QH TH 4H QC 9C 7C JD 6D,9,0.0,9.54,False,False
121,north,BS LS DS AH JH 9H 8H AC KC TC 5C 4C 5D,13,0.0,10.85,False,False
121,east,TS KH 7H 5H JC 7C 6C 3C AD TD 9D 6D 3D,3,1.0,8.0,False,True
121,south,QS JS 7S 6S 4S 6H 4H 3H QC 9C 2C QD JD,3,0.29,7.62,False,True
121,west,AS KS 9S 8S 5S 3S QH TH 8C KD 8D 7D 4D,7,0.01,8.77,False,False
122,north,BS QS 9S AH 5H 3H QC 9C 8C 7C 6C AD 4D,16,0.0,9.23,False,False
122,east,7S 4S JH TH 8H 4H KC 5C 3C 2C QD 7D 6D,3,0.96,7.08,False,True
122,south,LS DS TS 8S 5S KH 7H AC 4C KD JD 9D 3D,14,0.12,9.85,False,False
122,west,AS KS JS 6S 3S QH 9H 6H JC TC TD 8D 5D,6,0.0,9.08,False,False
123,north,LS QS 9S 4S 4H JC 6C 5C 4C AD KD JD 7D,11,0.14,8.92,False,False
123,east,BS 8S 6S AH KH 5H 3H AC TC 9D 8D 5D 4D,14,0.0,8.92,False,False
123,south,DS KS 7S 5S QH TH 9H 7H KC 9C 8C 2C 3D,4,0.39,8.69,False,True
123,west,AS JS TS 3S JH 8H 6H QC 7C 3C QD TD 6D,5,0.34,8.69,False,True
124,north,BS KS 9S JH 5H KC QC JC TC 4C 3C TD 8D,8,0.0,9.69,False,False
124,east,TS 7S 4S 3S AH QH 8H 4H AC 8C AD KD JD,13,0.48,9.38,False,False
124,south,LS DS QS JS 8S TH 9H 3H 9C 2C 9D 7D 5D,7,0.08,8.92,False,False
124,west,AS 6S 5S KH 7H 6H 7C 6C 5C QD 6D 4D 3D,6,0.67,7.23,False,True
125,north,LS QS QH JH 9H 3H 5C 4C 3C 2C 6D 4D 3D,7,0.28,6.92,False,False
125,east,DS 6S AH KH 8H 5H KC QC 9C 7C KD QD TD,10,0.48,10.54,False,False
125,south,BS AS KS 4S 3S TH 6H 8C 6C AD JD 9D 8D,13,0.0,9.46,False,False
125,west,JS TS 9S 8S 7S 5S 7H 4H AC JC TC 7D 5D,4,0.06,8.31,False,False
126,north,KS QS JS 8S 5S 5H 3H QC 6C 4C 3C KD 3D,7,0.01,7.54,False,False
126,east,BS DS AS TS 4S AH QH 7H 4H 8C AD TD 4D,15,0.0,10.23,False,False
126,south,9S 7S 3S KH JH 9H 7C 2C QD 8D 7D 6D 5D,3,0.8,7.62,False,True
126,west,LS 6S TH 8H 6H AC KC JC TC 9C 5C JD 9D,5,0.16,9.85,False,False
127,north,QS 7S 4S 3S TH 3H AC QC 6C 2C AD TD 4D,8,0.53,7.77,False,True
127,east,DS AS KS 6S 8H 7H 6H 5H 4H JC 8C 3C JD,5,0.04,8.54,False,False
127,south,JS 5S AH KH JH 9H KC 9C 7C 5C 9D 6D 3D,6,0.64,8.85,False,True
127,west,BS LS TS 9S 8S QH TC 4C KD QD 8D 7D 5D,11,0.0,10.08,False,False
128,north,BS 5S 5H AC KC QC TC 6C 3C 2C AD QD 3D,11,0.0,8.92,False,False
128,east,DS QS 7S AH QH 8H 7H 6H 4H 3H JC 9D 4D,2,0.7,8.62,False,True
128,south,LS AS KS 9S 3S KH JH 4C TD 8D 7D 6D 5D,13,0.01,9.15,False,False
128,west,JS TS 8S 6S 4S TH 9H 9C 8C 7C 5C KD JD,3,0.6,8.54,False,True
129,north,TS 9S 7S 4S JH TH 7H 6H AC JC 9C 9D 6D,4,0.48,8.69,False,True
129,east,DS KS JS 6S 3S 9H 3H KC QC TC 2C JD TD,4,0.21,9.08,False,True
129,south,LS 8S 5S QH 8H 5H 4H 8C 6C 5C 4C 3C 5D,5,0.32,6.85,False,True
129,west,BS AS QS AH KH 7C AD KD QD 8D 7D 4D 3D,18,0.0,10.62,False,False
130,north,AS 5S QH 7H 5H QC 7C 3C 2C QD JD 8D 7D,4,0.56,8.08,False,True
130,east,KS JS TS 3S KH 8H KC JC 9C KD 6D 5D 3D,10,0.21,9.08,False,False
130,south,BS LS QS AH JH 9H 6H 4H 3H TC 8C 5C AD,17,0.0,9.92,False,False
130,west,DS 9S 8S 7S 6S 4S TH AC 6C 4C TD 9D 4D,4,0.2,8.15,False,False
131,north,QS 9S 8S 5S TH AC JC 8C 7C QD TD 9D 8D,4,0.42,9.46,False,True
131,east,LS DS 4S AH 9H 7H 5H QC TC 6C 2C JD 3D,7,0.21,8.77,False,False
131,south,BS JS KH 8H 4H 3H KC 5C 4C 3C AD KD 4D,17,0.0,8.62,False,False
131,west,AS KS TS 7S 6S 3S QH JH 6H 9C 7D 6D 5D,6,0.01,8.38,False,False
132,north,BS AS TS 8S 5S 4S 6H QC 7C 6C QD TD 8D,11,0.0,9.15,False,False
132,east,LS DS 6S 3S AH KH 9H 3H 8C 5C 3C 6D 5D,9,0.2,8.15,False,False
132,south,JS 9S JH 8H 7H 4H JC TC 2C AD KD 4D 3D,4,0.8,8.23,False,True
132,west,KS QS 7S QH TH 5H AC KC 9C 4C JD 9D 7D,9,0.19,9.69,False,False
133,north,DS TS 3S 8H 5H 3H KC JC 5C AD TD 9D 5D,5,0.8,8.54,False,True
133,east,LS QS 4S AH KH AC 9C 8C 2C QD JD 8D 7D,16,0.14,10.0,False,False
